TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
NMM;38,92;0,38;2,32;0,58;0,31;67,78;55,78;61,07;2,54;4,52;1,97;0,45;1,42;-66,08;-0,34;0,94;25,11;13,45;14,89;0,54;0,46;0,22;43,48;;;66,83;16,78;0,01;1.149.418.852,00
NMMC;10,01;;16,84;-20,34;1,25;;;;16,82;16,82;0,00;;;-356,63;-1,25;0,18;-120,83;7,42;-120,84;-0,06;0,06;0,00;;;;-0,49;0,59;0,00;165.478.313,00
NMMCU;10,00;;16,82;-20,32;1,25;;;;16,81;16,82;0,00;;;-356,28;-1,25;0,18;-120,83;7,42;-120,84;-0,06;0,06;0,00;;;;-0,49;0,59;0,00;165.478.313,00
NMR;6,36;2,41;22,23;0,78;0,05;93,32;43,55;6,18;3,16;0,11;-3,05;-0,76;1,38;0,56;-0,12;1,18;3,52;0,22;2,91;0,06;0,94;0,04;1,19;2,54;;8,12;0,29;0,43;18.776.923.104,00
NMRK;12,52;0,96;51,07;1,65;0,45;100,00;5,88;1,50;12,98;15,97;2,99;0,38;0,76;;-0,45;;3,23;0,88;6,16;0,27;0,72;0,59;4,31;-10,30;;7,61;0,25;0,89;2.181.827.744,00
NMTR;0,08;;-0,03;-0,18;0,12;;;;-0,03;0,02;0,05;;;-0,18;-9,97;0,59;-734,77;-496,97;5.537,86;-0,68;1,68;0,00;;;;-0,44;-3,20;0,00;1.156.776,00
NNA;3,48;;-6,37;0,19;0,04;87,26;10,02;-3,42;2,18;11,86;9,68;0,84;0,22;-0,10;-0,04;0,15;-2,96;-0,64;4,13;0,22;0,78;0,19;2,89;-20,10;;18,46;-0,55;0,14;61.721.280,00
NNBR;2,24;;-3,53;1,70;0,25;14,13;-3,79;-7,22;-6,73;-14,93;-8,20;2,07;0,26;1,38;-0,40;1,92;-48,14;-7,04;-9,25;0,15;0,64;0,97;-11,34;;;1,33;-0,64;0,09;114.515.144,00
NNDM;1,56;;0,00;0,26;0,25;47,12;-151,48;-152,86;0,00;0,01;0,01;-0,96;0,01;0,28;-4,46;36,70;-6.822,00;-6.565,56;-6.775,96;0,96;0,04;42,95;52,22;;;5,95;-405,64;0,00;338.962.260,00
NNI;122,47;0,68;23,10;1,31;0,31;0,00;40,91;9,28;5,24;4,98;-0,26;-0,06;2,14;;-0,31;;5,65;1,36;23,32;0,24;0,76;0,15;3,74;5,35;;94,06;5,31;0,64;4.462.866.144,00
NNOX;5,06;;-0,01;0,00;0,00;-88,34;-491,18;-465,38;-0,01;1,08;1,08;-0,35;0,03;-0,05;0,00;0,46;-30,33;-27,02;-32,22;0,89;0,11;0,06;;;;2.567,99;-778,81;0,00;327.392.496,00
NOA;16,33;0,97;10,86;2,24;0,69;11,25;7,84;7,93;10,98;17,29;6,31;1,29;0,86;26,84;-0,85;1,15;20,64;6,32;6,66;0,31;0,69;0,80;7,89;1,51;;7,32;1,51;0,50;482.668.400,00
NOAH;11,28;;3,94;0,56;0,45;100,00;26,97;32,55;4,75;1,24;-3,51;-0,42;1,28;1,29;-0,92;3,25;14,32;11,54;8,88;0,81;0,19;0,35;-6,05;-11,36;;20,04;2,87;-0,01;747.558.280,00
NOC;508,59;1,22;19,72;4,88;1,51;19,34;12,62;9,19;14,37;16,82;2,45;0,83;1,81;-104,25;-2,08;0,95;24,77;7,66;14,89;0,31;0,69;0,83;3,93;13,18;;104,11;25,78;0,27;73.181.732.572,00
NODK;13,17;;-45,29;1,07;0,52;25,66;2,81;-1,87;30,09;23,80;-6,29;-0,22;0,85;;-0,52;;-2,37;-1,15;2,41;0,48;0,52;0,61;3,73;;;12,27;-0,29;0,21;272.600.562,00
NOK;5,18;1,26;0,39;1,38;0,64;40,22;9,60;1.146,39;46,02;37,13;-8,89;-0,27;4,42;3,58;-1,23;1,60;357,90;166,54;-5.223,56;0,47;0,53;0,15;-5,29;179,19;;3,76;13,45;0,00;27.918.468.326,00
NOMD;17,20;2,74;0,01;915,38;378,94;29,61;10,39;7,33;0,01;-1,30;-1,31;-157.820,66;0,00;22.036,31;-468,90;1,10;8.529.581,33;3.531.004,65;5.633.388,05;0,41;0,59;481.963,99;4,23;6,41;;0,02;1.600,84;0,00;2.637.305.236,00
NOV;12,92;1,72;8,34;0,76;0,44;22,67;9,93;6,68;5,61;6,27;0,66;0,09;0,56;1,36;-0,89;2,65;9,15;5,22;8,28;0,57;0,43;0,78;0,91;;;17,14;1,57;-0,15;4.910.900.888,00
NOVA;0,21;;-0,07;0,01;0,00;32,39;-12,04;-43,80;-0,26;-81,84;-81,58;4,50;0,03;-0,09;0,00;0,78;-20,09;-2,75;-2,39;0,14;0,84;0,06;44,89;;;14,64;-2,94;0,01;26.267.220,00
NOVN;0,09;;-0,08;-0,89;0,03;66,06;-121,98;-128,61;-0,08;0,09;0,17;;0,10;-0,22;-0,05;0,74;-1.133,31;-40,17;-597,82;-0,04;1,04;0,31;55,01;;;-0,10;-1,14;0,01;2.521.386,00
NOVT;132,65;;67,87;6,23;3,46;44,71;9,31;7,42;54,12;57,33;3,21;0,37;5,04;18,12;-5,04;2,56;9,17;5,10;6,09;0,56;0,44;0,69;8,68;9,47;;21,40;1,96;35,36;4.793.109.100,00
NOW;1.036,92;;139,60;21,18;10,24;78,92;16,29;13,41;114,94;112,21;-2,73;-0,50;18,72;212,17;-18,35;1,12;15,17;7,33;13,23;0,48;0,52;0,55;25,99;17,86;;48,99;7,43;-6,90;214.711.735.440,00
NP;32,00;;-19,54;1,75;0,49;14,91;-1,22;-2,53;-40,70;-75,39;-34,69;1,49;0,49;2,82;-0,74;2,01;-8,93;-2,49;-2,36;0,28;0,72;0,98;1,78;;;18,33;-1,64;-1,30;537.219.200,00
NPA;11,60;;-1,41;53,36;1,15;;;;-0,54;-0,54;0,00;-0,03;;-627,76;-1,15;0,33;-3.790,98;-81,56;-13.770,98;0,02;0,04;0,00;;;;0,22;-8,24;;266.800.000,00
NPAUU;13,34;;-1,62;61,36;1,32;;;;-0,62;-0,54;0,00;-0,03;;-721,93;-1,32;0,33;-3.790,98;-81,56;-13.770,98;0,02;0,04;0,00;;;;0,22;-8,24;;266.800.000,00
NPAWW;3,89;;-0,47;17,89;0,39;;;;-0,18;-0,54;0,00;-0,03;;-210,52;-0,39;0,33;-3.790,98;-81,56;-13.770,98;0,02;0,04;0,00;;;;0,22;-8,24;;266.800.000,00
NPK;104,96;;17,75;2,05;1,66;19,95;12,55;10,24;14,47;14,36;-0,11;-0,01;1,82;2,78;-6,96;4,60;11,53;9,33;11,53;0,81;0,19;0,91;4,70;-0,36;;51,57;5,95;0,36;754.254.569,00
NPO;201,30;0,45;50,15;2,91;1,70;42,92;14,30;7,98;27,98;30,58;2,60;0,27;4,00;11,83;-2,17;2,95;5,81;3,39;5,94;0,58;0,42;0,42;-2,75;13,74;;69,47;4,03;-0,02;4.257.929.640,00
NPTN;16,01;;-130,37;5,64;2,63;30,04;-0,35;-1,89;-699,97;-660,48;39,49;-0,32;2,47;5,50;-12,49;2,54;-4,33;-2,02;-2,50;0,47;0,53;1,07;-6,74;;;2,84;-0,12;1,53;859.559.289,00
NR;7,75;;29,76;1,57;1,07;17,15;4,85;1,98;12,17;12,59;0,42;0,05;0,59;3,27;-2,29;2,61;5,28;3,61;8,08;0,68;0,32;1,82;-4,56;-14,77;;4,93;0,26;-0,08;670.354.075,00
NRBO;2,40;;-0,75;1,60;0,93;;;;-0,75;0,04;0,78;-1,67;;1,61;-98,00;2,41;-214,10;-125,23;-214,10;0,58;0,42;0,00;;;;1,50;-3,22;-0,01;20.678.400,00
NRC;16,61;2,90;15,58;12,71;2,79;60,27;24,85;17,13;10,74;12,53;1,79;2,11;2,67;-21,71;-3,29;0,54;81,60;17,91;28,56;0,22;0,78;1,05;2,25;-5,22;;1,30;1,06;-0,77;377.098.370,00
NRG;160,25;0,51;23,84;11,28;1,25;21,47;8,20;4,49;13,05;18,65;5,59;4,83;1,07;54,48;-2,07;1,06;47,32;5,26;11,98;0,11;0,89;1,17;23,42;-24,00;;14,20;6,72;-1,40;31.324.676.288,00
NRIM;98,76;2,52;13,12;1,97;0,18;0,00;26,72;20,23;9,93;-0,25;-10,18;-2,02;2,65;;-0,18;;15,05;1,34;14,90;0,09;0,91;0,07;12,77;12,31;;50,67;7,62;-0,13;552.145.209,00
NRIX;12,43;;-4,56;1,98;1,55;100,00;-369,08;-369,40;-4,57;-1,93;2,64;-1,14;16,85;2,01;-18,52;6,26;-43,33;-33,88;-43,33;0,78;0,22;0,09;11,88;;;6,31;-2,73;0,05;950.657.932,00
NRP;99,96;3,46;9,31;;1,70;87,35;71,82;61,37;7,96;8,61;0,65;;5,71;34,45;-1,86;2,45;;18,27;118,96;0,00;0,27;0,30;3,10;;;0,00;10,74;-0,27;1.313.810.000,00
NRT;4,99;4,61;8,51;25,74;12,67;100,00;88,32;88,32;8,51;7,84;-0,67;-2,03;7,51;25,74;;1,97;302,53;148,92;302,53;0,49;0,51;1,69;-7,07;-7,77;;0,19;0,59;-0,14;45.861.094,00
NS;22,11;;13,29;2.745,90;575,41;36,89;28,35;12,90;6,05;-5,56;-11,61;-5.271,18;1,72;-0,07;0,02;0,81;20.657,24;4.328,75;10.353,71;0,21;0,79;335,48;-74,52;233,21;;0,01;1,66;-0,40;2.797.695.483,00
NSC;261,68;1,55;17,76;4,06;1,35;72,85;41,96;27,40;11,60;14,79;3,19;1,12;4,87;-78,70;-1,43;0,78;22,87;7,58;13,00;0,33;0,67;0,28;1,42;-0,75;;64,37;14,72;0,13;58.944.457.510,00
NSCO;9,35;;-21,60;-14,79;0,60;25,25;3,91;-7,03;38,79;100,50;61,72;;1,52;14,41;-0,69;1,45;-68,49;-2,77;-2,59;-0,04;1,04;0,39;;;;-0,63;-0,43;1,01;459.615.640,55
NSEC;16,36;;50,34;1,03;0,28;26,22;2,53;1,24;24,72;24,87;0,15;0,01;0,63;;-0,28;;2,04;0,55;2,66;0,27;0,73;0,44;-0,21;-28,26;;15,93;0,32;-0,50;41.433.336,00
NSH;9,93;;-46,00;57,10;1,24;;;;-46,00;-45,86;0,14;-0,17;;-765,38;-1,24;0,74;-124,12;-2,69;-124,12;0,02;0,16;0,00;;;;0,17;-0,22;;285.487.500,00
NSIT;143,08;;24,05;2,87;0,58;20,55;3,86;2,26;14,08;18,42;4,34;0,89;0,54;4,55;-1,81;1,23;11,95;2,40;7,56;0,20;0,80;1,06;2,39;9,39;;49,83;5,96;-0,66;4.573.395.368,00
NSP;60,98;2,96;36,38;19,26;1,07;15,31;1,72;0,95;20,10;17,71;-2,39;-2,29;0,35;12,19;-4,69;1,13;52,94;2,94;18,44;0,06;0,94;3,10;8,81;-9,43;;3,16;1,67;-0,61;2.291.830.115,00
NSSC;29,68;1,73;23,43;6,57;5,56;56,33;28,60;25,00;20,48;18,76;-1,72;-0,55;5,86;8,18;-27,59;6,74;28,05;23,74;28,05;0,85;0,15;0,95;12,90;32,45;;4,53;1,27;-7,12;1.061.491.028,00
NSTG;0,10;;-0,03;-0,10;0,02;35,72;-97,64;-102,44;-0,03;-0,85;-0,82;;0,03;0,04;-0,08;2,73;-329,14;-60,58;-89,66;-0,18;1,18;0,59;2,06;;;-1,05;-3,46;0,00;4.811.830,00
NSYS;8,59;;-7,03;0,72;0,32;11,88;-2,45;-2,79;-8,00;-11,97;-3,97;0,36;0,20;0,65;-1,46;2,77;-10,28;-4,59;-7,30;0,45;0,55;1,64;1,95;;;11,89;-1,22;0,05;23.716.990,00
NTAP;107,17;1,45;18,17;20,72;1,99;70,19;21,04;18,05;15,58;15,14;-0,44;-0,59;3,28;18,13;-4,34;1,26;114,04;10,96;27,74;0,10;0,90;0,61;3,96;7,69;;5,19;5,92;0,90;21.553.392.134,00
NTB;46,38;2,84;10,35;1.953,06;140,09;93,89;0,00;34,25;;;;96.708,52;3,55;-417,86;-333,71;0,63;18.864,00;1.353,11;;0,07;0,93;39,50;6,64;4,08;;0,02;4,50;0,57;1.993.703.856,00
NTCO;6,58;;-45,13;0,92;0,41;64,49;1,92;-1,39;32,65;47,84;15,19;0,43;0,63;6,48;-0,57;1,30;-2,04;-0,91;0,90;0,45;0,55;0,66;;;;7,14;-0,15;0,27;4.542.262.172,00
NTCT;24,62;;-4,80;1,13;0,81;78,27;-43,59;-44,60;-4,91;-3,54;1,37;-0,31;2,14;5,77;-1,20;1,75;-23,51;-16,78;-23,06;0,71;0,29;0,38;-1,60;;;21,88;-5,14;-0,03;1.761.105.603,00
NTEC;9,63;;-1,22;1,56;1,02;;;;-1,23;-0,46;0,77;-0,98;;2,55;-3,37;2,34;-127,71;-83,12;-127,43;0,65;0,35;0,00;;;;6,16;-7,86;0,01;17.745.201,00
NTES;133,77;2,07;29,15;4.336,63;3.151,05;54,12;20,18;19,86;28,69;48,57;19,88;3.004,38;5,79;5.957,91;-14.474,43;3,09;14.875,64;10.808,82;3,90;0,73;0,27;544,13;11,13;5,93;;0,03;4,58;0,58;84.607.956.846,00
NTGR;29,54;;34,07;1,59;1,05;30,39;5,82;3,72;21,79;11,76;-10,03;-0,73;1,27;1,77;-9,41;2,99;4,68;3,07;4,68;0,66;0,34;0,82;-7,57;-13,68;;18,56;0,87;-0,17;851.131.052,00
NTIC;8,34;1,80;20,75;1,13;0,84;39,16;7,67;4,51;12,20;12,66;0,46;0,04;0,94;3,69;-1,46;2,18;5,46;4,06;6,65;0,74;0,21;0,90;8,82;0,75;;7,36;0,40;-1,21;79.016.496,00
NTLA;10,55;;-2,08;1,40;1,11;100,00;-1.154,10;-1.154,10;-2,08;-1,12;0,96;-0,65;23,98;2,49;-2,51;4,90;-67,43;-53,33;-67,43;0,79;0,21;0,05;6,07;;;7,53;-5,08;-0,14;1.092.804.870,00
NTNX;76,91;;878,87;-29,17;6,70;86,36;1,97;0,97;432,78;421,53;-11,26;;8,53;18,38;-30,27;1,88;-3,32;0,76;3,74;-0,23;1,23;0,79;11,69;;;-2,65;0,09;-2,95;20.754.560.050,00
NTP;4,21;;3,41;0,61;0,21;62,70;44,16;31,72;2,45;0,26;-2,19;-0,55;1,08;4,31;-0,45;1,11;17,87;6,30;13,69;0,35;0,65;0,20;88,68;;;6,92;1,24;-0,01;165.276.180,00
NTR;60,56;2,68;4,30;1.183,72;570,21;41,26;26,45;19,43;3,16;3,10;-0,05;-20,42;0,83;10.147,48;-778,19;1,27;27.549,39;13.270,79;20.576,35;0,48;0,52;682,98;5,34;-6,74;;0,05;14,13;0,01;29.600.192.424,00
NTRA;160,31;;-115,71;17,71;12,67;61,79;-9,87;-10,36;-121,47;-116,43;5,04;-0,74;11,99;20,90;-69,49;3,87;-15,31;-10,95;-13,73;0,72;0,28;1,06;41,20;;;9,08;-1,39;2,41;21.956.693.280,00
NTRS;130,63;2,28;11,80;1,98;0,15;0,00;64,02;13,69;2,52;-7,45;-9,97;-7,84;1,62;;-0,15;;16,82;1,31;42,70;0,08;0,92;0,10;18,15;6,36;;66,20;11,14;0,10;25.558.481.268,00
NTRSO;19,95;4,42;1,79;0,30;0,02;0,00;64,02;13,69;0,38;-7,45;-9,97;-7,84;0,25;;-0,02;;16,82;1,31;42,70;0,08;0,92;0,10;18,15;6,36;;66,20;11,14;0,01;25.558.481.268,00
NTUS;32,96;;89,87;2,65;2,01;56,99;4,15;2,65;57,38;53,14;-4,24;-0,20;2,38;6,55;-4,05;2,54;2,94;2,23;2,94;0,76;0,24;0,84;4,39;-20,92;;12,46;0,37;-0,41;1.139.852.384,00
NTWK;3,40;;151,12;1,13;0,69;47,87;5,88;0,41;10,62;7,91;-2,71;-0,29;0,62;1,69;-2,55;2,26;0,75;0,46;5,30;0,61;0,39;1,10;-1,97;-39,70;;3,03;0,02;-1,42;40.046.490,00
NTZ;3,18;;-13,01;0,35;0,08;34,33;0,56;-0,53;12,28;12,28;0,00;0,00;0,07;2,68;-0,18;1,06;-2,67;-0,64;-0,95;0,24;0,76;1,20;-5,30;;;9,14;-0,24;1,79;35.026.428,00
NU;13,29;;0,04;13,57;2,55;75,37;0,00;16.284.636,60;;;;-0,68;5.882,30;-8,03;-3,25;0,40;37.574,70;7.068,05;;0,19;0,81;0,00;79,85;;;0,98;369,03;0,00;64.309.338.645,00
NUAN;55,99;;-180,30;11,35;5,53;59,86;0,91;-7,41;1.471,80;1.533,69;61,89;0,48;13,36;-48,94;-6,48;0,57;-6,30;-3,06;-0,60;0,49;0,50;0,41;-6,91;;;4,93;-0,31;-0,26;17.882.405.343,00
NUE;138,30;1,18;15,77;1,57;0,94;13,35;9,34;6,59;11,13;12,11;0,98;0,14;1,04;4,26;-1,49;2,51;9,99;5,97;8,40;0,60;0,40;0,91;6,35;9,90;;87,95;8,78;-0,16;31.958.944.250,00
NURO;4,38;;-1,16;0,63;0,59;55,39;-257,37;-257,37;-1,16;0,52;1,68;-0,91;2,97;0,64;-29,10;14,84;-54,54;-50,94;-54,54;0,93;0,07;0,20;-20,03;;;6,95;-3,79;-0,06;9.021.486,00
NUS;9,05;2,01;-11,47;0,59;0,32;67,57;-1,14;-2,30;-23,05;-24,37;-1,31;0,03;0,26;1,67;-0,51;2,02;-5,11;-2,77;-2,24;0,54;0,46;1,21;-6,47;;;15,26;-0,78;-0,01;442.246.350,00
NUVA;39,75;;0,07;2,34;1,00;91,49;7,14;2,96;0,03;0,04;0,01;0,80;0,00;14,31;-1,53;1,25;3.187,52;1.361,54;3.689,04;0,43;0,57;459,66;-74,08;245,90;;17,02;542,43;0,00;2.084.855.700,00
NUZE;0,74;;-0,44;-6,44;1,15;2,57;-183,32;-176,75;-0,43;-0,46;-0,03;;0,78;-2,40;-3,02;0,56;-1.461,04;-261,14;3.078,80;-0,18;1,18;1,48;19,25;;;-0,11;-1,68;0,03;3.703.848,00
NVAX;6,60;;2,24;-14,15;0,83;87,44;40,66;38,14;2,10;1,09;-1,01;;0,85;2,40;-2,52;2,06;-632,84;37,02;327,01;-0,06;1,06;0,97;105,39;;;-0,47;2,96;-0,01;1.070.623.683,00
NVCN;29,42;;-2,49;1,87;1,36;77,16;-1.018,33;-1.215,11;-2,97;-1,81;1,17;-0,73;30,26;1,85;-6,77;12,88;-75,12;-54,76;-49,54;0,73;0,27;0,05;271,34;;;15,72;-11,81;-0,11;81.893.512,00
NVCR;17,37;;-11,75;5,33;1,55;77,16;-20,88;-26,41;-14,87;-13,44;1,43;-0,51;3,10;5,58;-12,10;1,47;-45,36;-13,15;-14,82;0,29;0,71;0,50;11,49;;;3,25;-1,47;0,79;1.929.815.736,00
NVDA;157,70;0,03;50,40;46,15;30,89;70,11;59,86;51,69;43,52;43,01;-0,51;-0,54;26,05;61,04;-109,55;3,39;91,57;61,29;83,44;0,67;0,33;1,19;64,24;91,96;;3,44;3,15;0,63;3.869.329.809.486,00
NVEC;75,52;3,96;24,34;5,89;5,71;83,63;69,72;58,22;20,33;19,12;-1,20;-0,35;14,17;11,45;-11,80;28,40;24,19;23,44;24,19;0,97;0,03;0,40;0,36;0,73;;12,87;3,11;-2,02;366.708.132,00
NVEE;23,11;;53,75;1,81;1,16;51,38;4,52;2,94;35,00;39,14;4,14;0,21;1,58;8,20;-1,67;1,86;3,36;2,16;3,92;0,64;0,36;0,73;13,09;3,33;;12,83;0,43;-3,98;1.522.704.596,00
NVFY;1,42;;-4,33;2,83;1,61;44,61;-42,94;-44,61;-4,49;-4,52;-0,03;0,02;1,93;3,20;-12,21;2,37;-65,49;-37,20;-61,43;0,57;0,43;0,83;-15,12;;;0,49;-0,32;0,10;19.192.320,00
NVGS;15,45;0,97;0,02;0,92;0,50;56,25;25,05;7,95;0,01;0,01;0,00;0,41;0,00;-38,63;-0,57;0,90;3.867,66;2.110,44;7.759,03;0,55;0,45;265,56;13,46;;;16,73;647,17;-0,01;1.069.870.024,00
NVIV;0,31;;-0,10;0,11;0,10;;;;-0,10;0,82;0,92;-0,96;;0,11;-16,32;14,30;-104,59;-97,32;-104,59;0,93;0,07;0,00;;;;2,87;-3,00;0,01;962.674,00
NVMI;286,53;;69,27;0,01;6.057,97;56,89;27,36;23,85;60,39;-4.144,75;-4.205,14;-0,63;16,52;0,01;0,01;23,23;0,01;8.745,62;0,01;667.275,83;332.724,17;366,66;24,49;39,19;;31.557,55;4,14;0,88;8.423.128.650,00
NVO;69,31;2,33;40,04;29,56;9,34;84,18;42,50;31,50;29,68;29,43;-0,24;-0,24;12,61;-210,40;-18,38;0,92;73,84;23,32;61,96;0,32;0,68;0,74;17,13;19,15;;2,33;1,72;13,84;306.726.265.989,00
NVR;7.547,67;;13,88;5,57;3,56;24,87;19,59;14,98;10,62;9,95;-0,66;-0,35;2,08;;-3,56;;40,14;25,62;33,21;0,64;0,36;1,71;7,26;13,87;;1.352,58;542,87;-4,20;22.035.949.650,00
NVRO;5,84;;-1,98;0,97;0,40;65,98;-20,92;-27,77;-2,62;-1,84;0,78;-0,29;0,55;0,60;-2,88;4,62;-49,11;-20,48;-18,95;0,42;0,58;0,74;0,92;;;6,02;-2,96;-0,09;224.092.480,00
NVS;122,52;3,16;11,10;5.485,36;2.367,30;72,62;24,46;38,78;17,61;17,61;0,00;0,18;4,31;239.177,06;-3.336,65;1,04;49.397,18;21.318,19;18.264,83;0,43;0,57;549,66;1,22;0,34;;0,02;11,04;0,09;242.047.181.460,00
NVST;20,18;;-3,06;1,13;0,63;54,01;-41,86;-44,90;-3,28;-3,60;-0,32;0,11;1,37;3,52;-0,95;2,12;-37,03;-20,57;-24,31;0,56;0,44;0,46;-1,82;;;17,91;-6,63;0,00;3.437.196.360,00
NVT;74,40;0,51;20,96;3,40;1,83;39,95;17,30;19,05;23,08;23,87;0,79;0,12;3,99;7,94;-2,83;2,87;16,24;8,73;6,39;0,54;0,46;0,46;6,40;8,30;;21,96;3,57;13,47;12.309.818.766,00
NVTA;0,01;;0,00;0,00;0,01;27,13;-294,04;-299,14;0,00;-0,78;-0,78;;0,01;0,01;-0,02;2,39;-132,97;-269,22;-524,81;-2,02;3,02;0,90;49,90;;;-3,78;-5,03;0,00;2.864.928,00
NVTS;6,11;;-12,11;3,46;3,19;32,55;-137,17;-131,83;-11,64;-10,90;0,74;-0,22;15,96;13,30;-4,51;5,61;-28,60;-26,36;-29,85;0,92;0,08;0,20;;;;1,78;-0,51;;1.183.454.126,00
NWBI;13,47;4,44;15,08;1,06;0,12;0,00;22,21;14,75;10,01;-1,95;-11,95;-1,27;2,22;;-0,12;;7,03;0,79;7,60;0,11;0,89;0,05;7,91;-1,91;;12,75;0,90;-0,15;1.727.213.800,00
NWE;52,15;5,00;18,11;1,17;0,43;53,09;20,19;11,92;10,69;19,43;8,74;0,96;2,16;-15,24;-0,46;0,63;6,49;2,39;5,37;0,37;0,63;0,20;2,51;2,38;;44,65;2,90;3,00;3.218.746.224,00
NWFL;26,29;3,45;207,26;1,11;0,10;0,00;8,42;1,12;27,68;-14,55;-42,23;-1,69;2,33;;-0,10;;0,53;0,05;2,53;0,09;0,91;0,04;13,41;;;23,83;0,13;-2,24;244.569.805,00
NWG;13,28;4,09;10.075,56;1,31;0,06;55,85;0,00;16,20;;;;-5,91;1.632,60;1,43;-0,22;1,06;0,01;0,00;;0,04;0,96;0,00;9,00;3,66;;10,18;0,00;-100,76;53.787.536.810,00
NWHM;8,99;;30,94;0,81;0,30;14,90;1,80;1,02;17,57;35,14;17,57;0,81;0,32;2,73;-0,39;1,96;2,60;0,97;1,49;0,37;0,63;0,95;3,36;;;11,16;0,29;-0,27;163.263.794,00
NWL;5,76;4,82;-9,95;0,90;0,22;33,98;0,56;-3,26;57,78;169,37;111,60;1,74;0,32;6,76;-0,29;1,13;-9,07;-2,16;0,41;0,24;0,76;0,66;-4,84;;;6,44;-0,58;0,58;2.426.698.141,00
NWLI;499,98;;11,67;0,73;0,15;67,43;27,75;20,81;8,75;12,06;3,31;0,28;2,43;;-0,15;;6,24;1,29;4,26;0,21;0,79;0,06;4,98;-4,16;;686,74;42,83;-0,06;1.817.927.280,00
NWN;41,30;2,35;16,29;1,15;0,29;37,07;19,21;8,48;7,19;16,79;9,59;1,54;1,38;64,65;-0,32;1,05;7,07;1,80;5,06;0,26;0,74;0,21;9,09;5,02;;36,13;2,55;0,83;1.677.290.778,00
NWPX;43,07;;12,90;1,12;0,73;19,10;9,06;6,65;9,46;10,21;0,76;0,09;0,86;2,20;-1,31;4,02;8,70;5,66;9,04;0,65;0,35;0,85;12,01;4,16;;38,31;3,33;0,34;424.758.300,00
NWS;34,22;0,58;39,79;2,36;1,17;100,00;9,22;4,74;20,46;20,32;-0,14;-0,02;1,89;7,02;-1,99;1,68;5,94;2,94;6,78;0,49;0,51;0,62;0,02;11,41;;14,49;0,86;0,30;19.377.696.576,00
NWSA;29,49;0,68;34,30;2,04;1,01;100,00;9,22;4,74;17,64;20,32;-0,14;-0,02;1,63;6,05;-1,72;1,68;5,94;2,94;6,78;0,49;0,51;0,62;0,02;11,41;;14,49;0,86;0,26;19.377.696.576,00
NX;20,15;1,19;54,26;0,92;0,40;25,33;4,19;1,05;13,60;23,99;10,39;0,71;0,57;2,69;-0,54;2,41;1,70;0,74;3,59;0,43;0,57;0,70;7,41;;;21,79;0,37;-0,69;925.900.248,00
NXGN;23,94;;0,10;0,00;0,02;46,12;0,52;3,09;0,58;23,03;22,45;0,15;0,00;0,01;0,01;2,52;3,90;19,24;-0,09;4,93;5,07;6,23;4,23;;;6.308,41;245,94;0,00;1.606.299.786,00
NXPI;228,67;1,77;24,57;6,22;2,30;55,96;23,89;19,16;19,71;22,34;2,63;0,83;4,71;13,89;-3,38;2,08;25,33;9,38;11,45;0,37;0,63;0,49;154,73;;;36,90;9,35;-1,58;58.021.233.529,00
NXST;180,96;3,91;8,35;2,44;0,48;58,48;24,19;12,23;4,22;9,11;4,89;2,82;1,02;9,16;-0,55;1,74;29,15;5,74;11,77;0,20;0,80;0,47;12,21;25,68;;74,53;21,73;0,14;5.471.422.372,00
NXTC;0,43;;-0,24;0,22;0,18;;;;-0,24;0,88;1,13;-1,00;;0,23;-1,46;10,26;-88,66;-73,76;-88,66;0,83;0,17;0,00;;;;1,99;-1,77;0,01;12.061.586,00
NXTD;2,42;;-3,09;0,66;0,56;62,37;-49,30;-68,52;-4,29;-1,06;3,23;-0,50;2,11;1,54;-1,05;4,54;-21,52;-18,17;-15,56;0,84;0,11;0,27;79,33;;;3,64;-0,78;0,00;21.529.530,00
NYCB;10,57;0,09;-1,25;0,47;0,03;0,00;-36,64;-49,10;-1,67;-0,30;1,37;-0,39;0,61;;-0,03;;-37,60;-2,65;-7,06;0,07;0,93;0,05;35,64;;;22,54;-8,47;0,01;3.937.870.412,00
NYMX;0,20;;-1,47;8,18;4,08;68,75;-38.784,38;-38.743,75;-1,47;-1,14;0,33;-1,82;570,41;9,15;-63,16;1,91;-555,47;-277,11;-556,05;0,50;0,50;0,01;;;;0,02;-0,14;0,24;18.253.020,00
NYT;56,72;0,77;30,62;4,92;3,39;49,49;14,91;11,53;23,68;22,35;-1,33;-0,28;3,53;37,60;-4,80;1,44;16,07;11,08;16,07;0,69;0,31;0,96;7,37;15,99;;11,56;1,86;1,55;9.277.533.620,00
